,Zebrafish_LeftEye_x,Zebrafish_LeftEye_y,Zebrafish_LeftEye_p,Zebrafish_RightEye_x,Zebrafish_RightEye_y,Zebrafish_RightEye_p,Zebrafish_SwimBladder_x,Zebrafish_SwimBladder_y,Zebrafish_SwimBladder_p,Zebrafish_Tail1_x,Zebrafish_Tail1_y,Zebrafish_Tail1_p,Zebrafish_Tail2_x,Zebrafish_Tail2_y,Zebrafish_Tail2_p,Zebrafish_Tail3_x,Zebrafish_Tail3_y,Zebrafish_Tail3_p,Zebrafish_Tail4_x,Zebrafish_Tail4_y,Zebrafish_Tail4_p,Movement_bp_0_axis_x,Movement_bp_0_axis_y,Movement_bp_0_X_relative_2_Y,Movement_bp_1_axis_x,Movement_bp_1_axis_y,Movement_bp_1_X_relative_2_Y,Movement_bp_2_axis_x,Movement_bp_2_axis_y,Movement_bp_2_X_relative_2_Y,Movement_bp_3_axis_x,Movement_bp_3_axis_y,Movement_bp_3_X_relative_2_Y,Movement_bp_4_axis_x,Movement_bp_4_axis_y,Movement_bp_4_X_relative_2_Y,Movement_bp_5_axis_x,Movement_bp_5_axis_y,Movement_bp_5_X_relative_2_Y,Movement_bp_6_axis_x,Movement_bp_6_axis_y,Movement_bp_6_X_relative_2_Y,All_bps_X_relative_2_y,Tail_1_movement,Tail_2_movement,Tail_3_movement,Tail_4_movement,SwimBladder_movement,SwimBladder_distance travelled,Total_tail_movement,Lower_tail_movement,All_bps_X_relative_2_y_mean_2,All_bps_X_relative_2_y_sum_2,All_bps_X_relative_2_y_mean_5,All_bps_X_relative_2_y_sum_5,All_bps_X_relative_2_y_mean_6,All_bps_X_relative_2_y_sum_6,All_bps_X_relative_2_y_mean_7.5,All_bps_X_relative_2_y_sum_7.5,All_bps_X_relative_2_y_mean_15,All_bps_X_relative_2_y_sum_15,SwimBladder_velocity,Fish_clockwise_angle_degrees,Fish_angle_radians,Fish_angle_sin,Fish_angle_cos,Mean_angle_time_window_2,Mean_angle_time_window_5,Mean_angle_time_window_6,Mean_angle_time_window_7.5,Mean_angle_time_window_15,Direction_N,Direction_NE,Direction_E,Direction_SE,Direction_S,Direction_SW,Direction_W,Direction_NW,Number_of_direction_switches_2,Directionality_of_switches_switches_2,Number_of_direction_switches_5,Directionality_of_switches_switches_5,Number_of_direction_switches_6,Directionality_of_switches_switches_6,Number_of_direction_switches_7.5,Directionality_of_switches_switches_7.5,Number_of_direction_switches_15,Directionality_of_switches_switches_15,Angular_dispersion,Angular_dispersion_window_10,Rheotaxis
0,383.8,781.0,1.0,373.5,783.5,1.0,369.0,761.5,1.0,357.0,747.5,1.0,346.5,729.0,1.0,342.8,709.5,1.0,333.2,694.0,1.0,383.8,781.0,-397.2,373.5,783.5,-410.0,369.0,761.5,-392.5,357.0,747.5,-390.5,346.5,729.0,-382.5,342.8,709.5,-366.7,333.2,694.0,-360.8,-2700.2000000000007,30.269131587548532,29.493834327328123,28.792840006589426,28.13034811559173,0.0,0.0,116.68615403705782,56.92318812218116,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,-2700.2000000000007,0.0,153.25892547651932,2.6748728576338814,0.4499593282522369,-0.8930490484395556,153.25892547651932,153.25892547651932,153.25892547651932,153.25892547651932,153.25892547651932,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1,385.5,779.5,1.0,373.5,787.0,1.0,369.5,762.5,1.0,362.2,748.0,1.0,349.0,730.0,1.0,342.2,718.5,1.0,327.5,700.0,1.0,1.6999999999999886,-1.5,3.1999999999999886,0.0,3.5,-3.5,0.5,1.0,-0.5,5.199999999999988,0.5,4.699999999999988,2.5,1.0,1.5,-0.6000000000000227,9.0,-9.600000000000025,-5.699999999999988,6.0,-11.699999999999989,-15.900000000000036,0.19088627845740228,0.09838795785548576,0.32959332911293104,0.3024033000844216,0.040853375859691794,0.040853375859691794,0.9212708655102408,0.6319966291973527,-1358.0500000000004,-2716.100000000001,-1358.0500000000004,-2716.100000000001,-1358.0500000000004,-2716.100000000001,-1358.0500000000004,-2716.100000000001,-1358.0500000000004,-2716.100000000001,0.040853375859691794,148.18227885825326,2.5862686591849027,0.5272186355286008,-0.8497296689838247,150.72060216738623,150.72060216738623,150.72060216738623,150.72060216738623,150.72060216738623,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990188224956958,0.999509411247848,0.0
2,385.8,782.5,1.0,378.8,786.0,1.0,369.5,765.5,1.0,360.2,749.0,1.0,351.2,735.0,1.0,346.5,718.5,1.0,338.5,696.0,1.0,0.30000000000001137,3.0,-2.6999999999999886,5.300000000000012,-1.0,6.300000000000012,0.0,3.0,-3.0,-2.0,1.0,-3.0,2.1999999999999886,5.0,-2.800000000000012,4.300000000000011,0.0,4.300000000000011,11.0,-4.0,15.0,14.100000000000026,0.08170675171938359,0.1996054304730932,0.15712359191610642,0.4276940679703239,0.10962111063914373,0.15047448649883552,0.8661298420789071,0.5848176598864303,-900.6666666666669,-2702.0000000000005,-900.6666666666669,-2702.0000000000005,-900.6666666666669,-2702.0000000000005,-900.6666666666669,-2702.0000000000005,-900.6666666666669,-2702.0000000000005,0.15047448649883552,153.92464441605125,2.6864918450215987,0.4395528639808268,-0.8982167220477766,151.7886162502746,151.7886162502746,151.7886162502746,151.7886162502746,151.7886162502746,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989985624301578,0.999339128308618,0.0
3,385.8,786.0,1.0,379.0,789.5,1.0,370.0,767.0,1.0,362.5,751.0,1.0,356.2,735.0,1.0,345.2,719.0,1.0,337.2,703.0,1.0,0.0,3.5,-3.5,0.19999999999998866,3.5,-3.300000000000012,0.5,1.5,-1.0,2.300000000000012,2.0,0.30000000000001137,5.0,0.0,5.0,-1.3000000000000114,0.5,-1.8000000000000114,-1.3000000000000114,7.0,-8.300000000000011,-12.600000000000026,0.11137322617127678,0.18270185106523956,0.05089484641193881,0.2601561451080707,0.057775398209501734,0.20824988470833727,0.6051260687565259,0.3110509915200095,-678.6500000000002,-2714.600000000001,-678.6500000000002,-2714.600000000001,-678.6500000000002,-2714.600000000001,-678.6500000000002,-2714.600000000001,-678.6500000000002,-2714.600000000001,0.20824988470833727,152.67610869865342,2.664700785924257,0.4590200518763385,-0.8884259068574282,152.0104893623693,152.0104893623693,152.0104893623693,152.0104893623693,152.0104893623693,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992264633950172,0.9993109620802176,0.0
4,387.0,789.5,1.0,380.5,792.5,1.0,374.8,771.5,1.0,362.5,752.5,1.0,357.8,737.5,1.0,349.8,719.0,1.0,338.0,704.0,1.0,1.1999999999999886,3.5,-2.300000000000012,1.5,3.0,-1.5,4.800000000000012,4.5,0.30000000000001137,0.0,1.5,-1.5,1.6000000000000227,2.5,-0.8999999999999773,4.600000000000024,0.0,4.600000000000024,0.8000000000000114,1.0,-0.19999999999998866,-1.4999999999999432,0.054810555319571866,0.10845782661132036,0.1680857029800212,0.04679450603118753,0.2404178649523009,0.44866774966063816,0.37814859094210096,0.21488020901120874,-543.22,-2716.100000000001,-543.22,-2716.100000000001,-543.22,-2716.100000000001,-543.22,-2716.100000000001,-3.975000000000023,-15.900000000000093,0.44866774966063816,154.5366549381284,2.697173443688695,0.4299335803923473,-0.9028605188239306,152.51572247752114,152.51572247752114,152.51572247752114,152.51572247752114,152.3299217277716,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992257675097316,0.9992939231661204,0.0
5,388.2,792.5,1.0,379.8,793.5,1.0,374.5,772.0,1.0,364.8,750.0,1.0,357.2,738.5,1.0,350.2,720.0,1.0,340.2,704.5,1.0,1.1999999999999886,3.0,-1.8000000000000114,-0.6999999999999886,1.0,-1.6999999999999886,-0.30000000000001137,0.5,-0.8000000000000114,2.300000000000012,-2.5,4.800000000000012,-0.6000000000000227,1.0,-1.6000000000000227,0.3999999999999773,1.0,-0.6000000000000227,2.1999999999999886,0.5,1.6999999999999886,-5.684341886080803e-14,0.1241297405227217,0.04261302818642452,0.03935518314219399,0.08243883281264068,0.02130651409321226,0.4699742637538504,0.2885367846639809,0.12179401595483465,-452.68333333333334,-2716.100000000001,-452.68333333333334,-2716.100000000001,-452.68333333333334,-2716.100000000001,-452.68333333333334,-2716.100000000001,-2.8421709430404014e-14,-1.1368683772161605e-13,0.4699742637538504,154.9529540252029,2.7044392334311915,0.4233622950020003,-0.9059604666709464,152.9219277354681,152.9219277354681,152.9219277354681,152.9219277354681,154.02259051950898,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992292499780991,0.9992831443014504,0.0
6,388.2,794.0,1.0,378.8,796.0,1.0,374.8,773.0,1.0,364.8,750.5,1.0,357.5,739.0,1.0,350.2,719.0,1.0,340.0,703.5,1.0,0.0,1.5,-1.5,-1.0,2.5,-3.5,0.30000000000001137,1.0,-0.6999999999999886,0.0,0.5,-0.5,0.30000000000001137,0.5,-0.19999999999998866,0.0,-1.0,1.0,-0.19999999999998866,-1.0,0.8000000000000114,-4.599999999999966,0.018270185106523958,0.02130651409321226,0.036540370213047915,0.03726401215004708,0.03814926649732864,0.5081235302511791,0.1133810815628312,0.07380438236309499,-388.6714285714286,-2720.7000000000007,-388.6714285714286,-2720.7000000000007,-388.6714285714286,-2720.7000000000007,-388.6714285714286,-2720.7000000000007,-4.6750000000000265,-18.700000000000106,0.5081235302511791,155.5080989717684,2.7141283405745678,0.4145646120999261,-0.9100198802193488,153.2913807692253,153.2913807692253,153.2913807692253,153.2913807692253,154.41845415843832,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992147232825384,0.9992733698701772,0.0
7,389.0,795.5,1.0,379.8,797.5,1.0,375.5,774.5,1.0,365.0,751.5,1.0,358.0,739.5,1.0,350.8,720.5,1.0,341.2,705.5,1.0,0.8000000000000114,1.5,-0.6999999999999886,1.0,1.5,-0.5,0.6999999999999886,1.5,-0.8000000000000114,0.19999999999998866,1.0,-0.8000000000000114,0.5,0.5,0.0,0.6000000000000227,1.5,-0.8999999999999773,1.1999999999999886,2.0,-0.8000000000000114,-4.5,0.03726401215004708,0.025837943564713105,0.05903277471329176,0.08522605637284797,0.06048507514701506,0.5686086053981941,0.20736078680089992,0.14425883108613974,-340.6500000000001,-2725.2000000000007,-340.6500000000001,-2725.2000000000007,-340.6500000000001,-2725.2000000000007,-340.6500000000001,-2725.2000000000007,-2.65000000000002,-10.60000000000008,0.5686086053981941,155.42029240716897,2.712595826917442,0.4159587426259816,-0.9093834859029564,153.55749472396826,153.55749472396826,153.55749472396826,153.55749472396826,155.10450008556714,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999237453821084,0.9992688803640404,0.0
8,389.2,796.0,1.0,379.8,798.0,1.0,375.2,775.5,1.0,365.2,752.0,1.0,358.2,740.0,1.0,350.8,720.5,1.0,341.8,705.5,1.0,0.19999999999998866,0.5,-0.30000000000001137,0.0,0.5,-0.5,-0.30000000000001137,1.0,-1.3000000000000114,0.19999999999998866,0.5,-0.30000000000001137,0.19999999999998866,0.5,-0.30000000000001137,0.0,0.0,0.0,0.6000000000000227,0.0,0.6000000000000227,-2.1000000000000227,0.019677591571096997,0.019677591571096997,0.0,0.021924222127829573,0.03814926649732864,0.6067578718955228,0.06127940527002356,0.021924222127829573,-303.03333333333336,-2727.3,-303.03333333333336,-2727.3,-303.03333333333336,-2727.3,-3.3874999999999886,-27.09999999999991,-2.80000000000004,-11.20000000000016,0.6067578718955228,156.07618518729257,2.724043315470658,0.40552155858775735,-0.914085480423224,153.83734921989318,153.83734921989318,153.83734921989318,153.9096521878149,155.48938264785818,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992268378647308,0.9992642089752284,0.0
9,389.5,796.5,1.0,379.0,798.0,1.0,374.8,775.5,1.0,364.8,752.0,1.0,358.2,739.5,1.0,350.8,720.5,1.0,342.0,705.5,1.0,0.30000000000001137,0.5,-0.19999999999998866,-0.8000000000000114,0.0,-0.8000000000000114,-0.3999999999999773,0.0,-0.3999999999999773,-0.3999999999999773,0.0,-0.3999999999999773,0.0,-0.5,0.5,0.0,0.0,0.0,0.19999999999998866,0.0,0.19999999999998866,-1.099999999999966,0.014616148085218331,0.018270185106523958,0.0,0.007308074042609166,0.014616148085218331,0.6213740199807412,0.04019440723435145,0.007308074042609166,-272.84000000000003,-2728.4,-272.84000000000003,-2728.4,-272.84000000000003,-2728.4,-1.53749999999998,-12.29999999999984,-3.0750000000000175,-12.30000000000007,0.6213740199807412,156.42529379808738,2.7301364101760908,0.39994445601584017,-0.9165393783696332,154.0961436777126,154.0961436777126,154.0961436777126,154.94002905529416,155.85746759107934,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999212429707109,0.9992590310484164,0.0
